OBJECTID,SCH_GUID,COUNTYCODE,COUNTY,DIST_CODE,DIST_NAME,SCHOOLCODE,SCHOOLTYPE,SCHOOL,SCHOOLNAME,X,Y,SOURCE
2268,623c03b3-7990-4c24-a27c-e84d8941f5b6,23,MIDDLESEX,3290,Monroe Township School District,20,MIDDLE SCHOOL,Monroe Township Middle School,Monroe Township Middle School,509825.8644,542600.3068,PUBLIC
2269,ca455878-4ed6-4373-90d6-6ef73e98d89b,23,MIDDLESEX,3290,Monroe Township School District,10,ELEMENTARY SCHOOL,Barclay Brook School,Barclay Brook Elementary School,515366.8034,548053.1115,PUBLIC
2270,cfec7413-d2eb-4052-b58a-f01320a606e4,23,MIDDLESEX,3290,Monroe Township School District,50,ELEMENTARY SCHOOL,Brookside Elementary School,Brookside Elementary School,515784.0749,547484.486,PUBLIC
2271,9b460cf5-22a6-4ee6-995d-379aa863a898,23,MIDDLESEX,3290,Monroe Township School District,40,ELEMENTARY SCHOOL,Mill Lake,Mill Lake Elementary School,525475.7051,559154.4738,PUBLIC
2272,f8f5b386-28bf-4eff-b0e2-8913855c5ec4,23,MIDDLESEX,3290,Monroe Township School District,5,FOUR-YEAR HIGH SCHOOL,Monroe Township High School,Monroe Township High School,510120.6331,544200.3659,PUBLIC
2273,2480b177-281b-412d-8312-9c913ba49d85,23,MIDDLESEX,3290,Monroe Township School District,30,ELEMENTARY SCHOOL,Woodland School,Woodland Elementary School,522452.183,563310.8362,PUBLIC
2274,2a5aff2e-136f-4109-8d92-3826b58ffb54,23,MIDDLESEX,3530,New Brunswick School District,20,ADULT EDUCATION SCHOOL,New Brunswick Adult High School,Adult High School,505199.5423,603200.6859,PUBLIC
2275,17b98c70-e71c-4661-ae26-2fe9afac50eb,23,MIDDLESEX,3530,New Brunswick School District,80,ELEMENTARY SCHOOL,Lincoln Elementary School,Lincoln Elementary School,504976.2878,607220.6142,PUBLIC
2276,ab4acddd-24db-432b-bb5c-b1a5370c6575,23,MIDDLESEX,3530,New Brunswick School District,90,ELEMENTARY SCHOOL,Livingston Elementary School,Livingston Elementary School,505770.0979,601702.5977,PUBLIC
2277,8f694181-b684-45d2-9ade-618c1aff3971,23,MIDDLESEX,3530,New Brunswick School District,100,ELEMENTARY SCHOOL,Lord Stirling Elementary School,Lord Stirling Elementary School,508396.6094,602559.3279,PUBLIC
2278,78b1f41a-d55f-4e2a-bcdb-145b0c5081f3,23,MIDDLESEX,3530,New Brunswick School District,110,ELEMENTARY SCHOOL,Mckinley Community School,Mckinley Community Elementary School,499953.0111,600827.3888,PUBLIC
2279,4ba32c63-c66e-4275-b3fc-69f5134bc380,23,MIDDLESEX,3530,New Brunswick School District,123,ELEMENTARY SCHOOL,Paul Robeson Community School For The Arts,Paul Robeson Community School,507553.7646,600935.8689,PUBLIC
2280,0ba53d2f-4eb0-4611-844f-b9c21592e513,23,MIDDLESEX,3530,New Brunswick School District,125,ELEMENTARY SCHOOL,Roosevelt Elementary School,Roosevelt Elementary School,506875.5688,603771.5361,PUBLIC
2281,6fd1632f-2575-41a3-be3e-6b9b78fb72d7,23,MIDDLESEX,3530,New Brunswick School District,140,ELEMENTARY SCHOOL,Woodrow Wilson Elementary School,Woodrow Wilson Elementary School,518320.6328,601821.4229,PUBLIC
2282,1b85ebe2-1f1a-4f2b-bc78-62bd9ff24cc6,23,MIDDLESEX,3620,North Brunswick Township School District,55,ELEMENTARY SCHOOL,Arthur M. Judd,Arthur M. Judd Elementary School,499351.0874,588416.2463,PUBLIC
2283,2e526b0f-b929-4d29-ac57-970c8422145a,23,MIDDLESEX,3620,North Brunswick Township School District,60,ELEMENTARY SCHOOL,John Adams,John Adams Elementary School,494804.8098,594460.9393,PUBLIC
2284,0f3fecee-1f8c-4583-97ee-508bc41df213,23,MIDDLESEX,3620,North Brunswick Township School District,65,MIDDLE SCHOOL,Linwood School,Linwood School,503206.6401,595840.5448,
2285,1ff7e2ef-b963-4a86-bb27-98785dceb210,23,MIDDLESEX,3620,North Brunswick Township School District,70,ELEMENTARY SCHOOL,Livingston Park,Livingston Park Elementary School,499616.6036,594614.9389,PUBLIC
2286,fd6798e4-6aa8-419e-86a9-4469e621e4ba,23,MIDDLESEX,3620,North Brunswick Township School District,40,FOUR-YEAR HIGH SCHOOL,North Brunswick Township High School,North Brunswick Township High School,500925.1689,589728.7233,PUBLIC
2287,bc5b0d47-18bd-4fc1-ae81-5618defeffa2,23,MIDDLESEX,3620,North Brunswick Township School District,90,ELEMENTARY SCHOOL,Parsons,Parsons Elementary School,504173.3826,597207.9318,PUBLIC
2288,4e179eea-7927-4562-83d5-5652600d5622,23,MIDDLESEX,3845,Old Bridge Township School District,82,ELEMENTARY SCHOOL,Alan B. Shepard Elementary School,Alan B. Shepard Elementary School,544013.6405,570256.5431,PUBLIC
2289,faebdc2d-f6c4-4e3e-8f0b-8be393b9edfd,23,MIDDLESEX,3845,Old Bridge Township School District,103,MIDDLE SCHOOL,Carl Sandburg Middle School,Carl Sandburg Middle School,547474.565,570929.8544,PUBLIC
2290,c1a546c8-3082-4fba-b6d9-3ef72901cfb0,23,MIDDLESEX,3845,Old Bridge Township School District,108,ELEMENTARY SCHOOL,James A. Mcdivitt Elementary School,James Mcdivitt Elementary School,547483.7894,574313.7273,PUBLIC
2291,c8a80d19-1337-439e-9a2d-ac50b0b64d37,23,MIDDLESEX,3845,Old Bridge Township School District,110,MIDDLE SCHOOL,Jonas Salk Middle School,Jonas Salk Middle School,529149.8917,565513.0395,PUBLIC
2292,efc7378e-63ca-4fc2-8b33-94051a0deec0,23,MIDDLESEX,3845,Old Bridge Township School District,113,ELEMENTARY SCHOOL,Leroy Gordon Cooper Elementary School,Leroy Gordon Cooper Elementary School,564443.5114,587637.5175,PUBLIC
2293,32034ffc-13b3-41aa-9e83-fe8612c29ac8,23,MIDDLESEX,4860,South Brunswick School District,110,ELEMENTARY SCHOOL,Monmouth Junction Elementary School,Monmouth Junction Elementary School,478453.3645,562858.2784,PUBLIC
2294,2970a1c0-f3f7-4958-b939-f0b413dce611,19,HUNTERDON,1376,South Hunterdon Regional School District,20,ELEMENTARY SCHOOL,Lambertville Public School,Lambertville Public School,368277.6229,561164.9737,PUBLIC
2295,4fb9ab27-804c-45c6-8e21-0e9ca33f6e91,19,HUNTERDON,2590,Lebanon Borough School District,50,ELEMENTARY SCHOOL,Lebanon Borough School,Lebanon Borough Elementary School,398862.3028,658491.6278,PUBLIC
2296,79ac4733-4ab7-4299-a477-fc7ceec167fd,19,HUNTERDON,2600,Lebanon Township School District,60,ELEMENTARY SCHOOL,Valley View School,Valley View Elementary School,394701.6717,686586.7133,PUBLIC
2297,ffa0dd62-60b9-41b5-be41-862c8e4df375,19,HUNTERDON,2600,Lebanon Township School District,50,MIDDLE SCHOOL,Woodglen School,Woodglen Elementary School,384967.8628,686555.2984,PUBLIC
2298,95ab080c-cd8f-4133-9ae4-1dfe4d2c34e8,19,HUNTERDON,3180,Milford Borough School District,50,ELEMENTARY SCHOOL,Milford Public School,Milford Elementary School,327403.2358,632484.1998,PUBLIC
2299,716914d2-86a5-4ec1-9984-dba35c6b797b,19,HUNTERDON,3660,North Hunterdon-Voorhees Regional High School District,50,FOUR-YEAR HIGH SCHOOL,North Hunterdon High School,North Hunterdon High School,385748.729,654029.4628,PUBLIC
2300,a4997e35-c0e1-4aff-b514-8b786f1aec06,19,HUNTERDON,3660,North Hunterdon-Voorhees Regional High School District,60,FOUR-YEAR HIGH SCHOOL,Voorhees High School,Voorhees High School,385145.2798,679133.6062,PUBLIC
2301,d5243915-7140-4dfe-aa84-08063ca8f17b,23,MIDDLESEX,4860,South Brunswick School District,50,FOUR-YEAR HIGH SCHOOL,South Brunswick High School,South Brunswick High School,474396.241,560927.8357,PUBLIC
2302,69d8ee5b-9816-47c6-a059-540555358d6e,23,MIDDLESEX,4910,South Plainfield School District,60,ELEMENTARY SCHOOL,Franklin Elementary School,Franklin Elementary School,511193.4181,640703.392,PUBLIC
2303,1d6b8da1-4eab-4978-8ae7-de669d5f0f8a,23,MIDDLESEX,4910,South Plainfield School District,70,ELEMENTARY SCHOOL,Grant Elementary School,Grant Central Sixth Elementary School,516224.1816,640259.928,PUBLIC
2304,2e469ef2-b55f-426c-b6c2-7f42dac24813,23,MIDDLESEX,4910,South Plainfield School District,58,ELEMENTARY SCHOOL,John E Riley Elementary School,John E. Riley Elementary School,518619.5804,641532.7388,PUBLIC
2305,65c73cc7-2a86-4727-8290-03a179af6cfa,23,MIDDLESEX,4910,South Plainfield School District,55,ELEMENTARY SCHOOL,John F Kennedy Elementary School,John F. Kennedy Elementary School,520201.5674,638571.8304,PUBLIC
2306,b51de456-1236-4fa9-9295-0ceecda66b59,23,MIDDLESEX,4910,South Plainfield School District,80,ELEMENTARY SCHOOL,Roosevelt Elementary School,Roosevelt Elementary School,515400.9113,632699.4671,PUBLIC
2307,03b8f0ad-2286-47eb-8167-a6d3701c972f,23,MIDDLESEX,4910,South Plainfield School District,50,FOUR-YEAR HIGH SCHOOL,South Plainfield High School,South Plainfield High School,516569.0438,639654.8538,PUBLIC
2308,cc151b53-2ab0-4ac6-abaf-1a46639060f7,23,MIDDLESEX,4910,South Plainfield School District,53,MIDDLE SCHOOL,South Plainfield Middle School,South Plainfield Middle School,514717.2198,639593.5688,PUBLIC
2309,7323c486-8ccc-4918-9728-9d8441cb2285,23,MIDDLESEX,4920,South River Public School District,65,ELEMENTARY SCHOOL,South River Elementary School,South River Elementary School,525197.3989,585650.1157,PUBLIC
2310,a24b20d1-37b5-42e6-a575-827ab7b6dfc2,23,MIDDLESEX,4920,South River Public School District,50,FOUR-YEAR HIGH SCHOOL,South River High School,South River High School,525217.6548,585030.8305,PUBLIC
2311,e1928458-d8be-493b-b33f-428a9b0145ec,23,MIDDLESEX,4920,South River Public School District,55,MIDDLE SCHOOL,South River Middle School,South River Middle School,525126.3771,585419.0699,PUBLIC
2312,7288155d-df80-422e-88e0-4444137b2793,21,MERCER,1950,Hamilton Township Public School District,210,ELEMENTARY SCHOOL,Mercerville Elementary School,Mercerville Elementary School,439106.7919,511464.0636,PUBLIC
2313,8a6b7f30-f129-49b4-a3fb-48f227c8706d,21,MERCER,1950,Hamilton Township Public School District,220,ELEMENTARY SCHOOL,Morgan Elementary School,Morgan Elementary School,441711.6788,513586.3185,PUBLIC
2314,085fe02d-d891-4cba-a6b3-1a243c21df4a,21,MERCER,1950,Hamilton Township Public School District,83,MIDDLE SCHOOL,Richard C Crockett Middle School,Richard C. Crockett Middle School,450967.9221,500004.9385,PUBLIC
2315,69f31255-9e88-4e4d-ac5f-bd2a2440ea4a,21,MERCER,1950,Hamilton Township Public School District,225,ELEMENTARY SCHOOL,Robinson Elementary School,Robinson Elementary School,437743.6929,496238.2016,PUBLIC
2316,f6c34896-4789-4672-bdb9-79a8e1351d03,21,MERCER,1950,Hamilton Township Public School District,240,ELEMENTARY SCHOOL,Sayen Elementary School,Sayen Elementary School,444368.9129,509377.1514,PUBLIC
2317,be39b8e6-43ed-47fa-9c49-2826e8fac159,21,MERCER,1950,Hamilton Township Public School District,245,ELEMENTARY SCHOOL,Sunnybrae Elementary School,Sunnybrae Elementary School,444144.354,493742.4665,PUBLIC
2318,dde04b89-35bc-49d1-b1dc-58aba22b9dc6,21,MERCER,1950,Hamilton Township Public School District,250,ELEMENTARY SCHOOL,University Heights Elementary School,University Hts./H.D. Morrison Elementary School,444492.2021,517790.8885,PUBLIC
2319,5def0613-9a49-453d-9a3b-1fcaf4c9e780,21,MERCER,1950,Hamilton Township Public School District,260,ELEMENTARY SCHOOL,Yardville Elementary School,Yardville Elementary School,446760.9967,489591.9607,PUBLIC
2320,813ee129-8bfb-47d0-a585-2165f9b8045a,21,MERCER,1950,Hamilton Township Public School District,270,ELEMENTARY SCHOOL,Yardville Heights Elementary School,Yardville Heights Elementary School,440117.9579,492963.1236,PUBLIC
2321,92390e08-96a5-4565-a55c-0e14c42e156b,19,HUNTERDON,1160,East Amwell Township School District,50,ELEMENTARY SCHOOL,East Amwell Township,East Amwell Township Elementary School,392149.2841,581313.982,PUBLIC
2322,7a34b221-2869-4804-a0ce-58895fefa493,19,HUNTERDON,1510,Flemington-Raritan Regional School District,30,ELEMENTARY SCHOOL,Barley Sheaf Elementary School,Barley Sheaf Elementary School,401596.4706,606193.197,PUBLIC
2323,8598c0b7-b4a8-4cec-aa71-ba513ed8186d,19,HUNTERDON,1510,Flemington-Raritan Regional School District,33,ELEMENTARY SCHOOL,Copper Hill Elementary School,Copper Hill  Elementary School,393672.8214,594511.0619,PUBLIC
2324,f559d116-fd4f-45b9-a643-f3fe2258ada7,19,HUNTERDON,1510,Flemington-Raritan Regional School District,35,ELEMENTARY SCHOOL,Francis A. Desmares Elementary School,Francis A. Desmares Elementary School,391620.0414,622592.8154,PUBLIC
2325,19c1b6da-2e0a-4e4a-9202-2e6e7eff2b09,19,HUNTERDON,1510,Flemington-Raritan Regional School District,40,MIDDLE SCHOOL,Reading-Fleming Intermediate School,Reading-Fleming Middle School,391104.5995,610775.3761,PUBLIC
2326,ff674ed0-6f65-43ee-b7bb-af2b4fed48e7,19,HUNTERDON,1510,Flemington-Raritan Regional School District,50,ELEMENTARY SCHOOL,Robert Hunter Elementary School,Robert Hunter Elementary School,387904.8139,608760.0389,PUBLIC
2327,1b5bc3c3-68c8-42a6-8932-9d193b0fbb0a,19,HUNTERDON,1600,Franklin Township School District,50,ELEMENTARY SCHOOL,Franklin Township School,Franklin Township Elementary School,367956.407,631799.7189,PUBLIC
2328,26af9f0b-d44f-4bcf-a0ca-2ae7a6ff62ab,19,HUNTERDON,1680,Frenchtown Borough School District,50,ELEMENTARY SCHOOL,Frenchtown Elementary,Frenchtown Elementary,335839.4673,619962.4253,PUBLIC
2329,400554f3-d35a-41df-9b98-a8ecc6ef525e,19,HUNTERDON,1970,Hampton Borough School District,50,ELEMENTARY SCHOOL,Hampton Borough School,Hampton Elementary School,365954.576,682310.5654,PUBLIC
2330,16ea1e0a-cdde-4894-add3-f2a2982bb8b2,19,HUNTERDON,2140,High Bridge Borough School District,60,ELEMENTARY SCHOOL,High Bridge Elementary School,High Bridge Elementary School,383171.9497,670347.8147,PUBLIC
2331,027951f2-6d11-4d85-b564-295f908a54b1,13,ESSEX,3570,Newark Public School District,455,ELEMENTARY SCHOOL,Harriet Tubman Elementary School,Harriet Tubman Elementary School,574602.4241,692723.3625,PUBLIC
2332,08bde157-feef-4b12-a0cf-419120c17794,13,ESSEX,3570,Newark Public School District,460,ELEMENTARY SCHOOL,Hawkins Street School,Hawkins Street Elementary School,591838.5009,691344.7744,PUBLIC
2333,49d07878-3c79-4de7-8603-6f5bd4cf47d3,13,ESSEX,3570,Newark Public School District,470,ELEMENTARY SCHOOL,Hawthorne Avenue School,Hawthorne Avenue Elementary School,571925.7477,686779.8225,PUBLIC
2334,b6d68f5e-a9ac-492e-88b6-09d6c4cc3c08,13,ESSEX,3570,Newark Public School District,477,SPECIAL ELEMENTARY SCHOOL FOR HANDICAPPED,John F. Kennedy School,John F. Kennedy Elementary School,575228.2014,695415.321,PUBLIC
2335,adf78777-e262-4863-a370-bdce0fbd2ee6,13,ESSEX,3570,Newark Public School District,480,ELEMENTARY SCHOOL,Lafayette Street School,Lafayette Street Elementary School,585426.5088,690887.481,PUBLIC
2336,eec127fc-7f34-43a0-b408-b5c5d7d85e3f,13,ESSEX,3570,Newark Public School District,490,ELEMENTARY SCHOOL,Lincoln Elementary School,Lincoln Elementary School,565494.9466,695479.2635,PUBLIC
2337,8839334c-2049-4cef-8562-3a99cb62b5c1,19,HUNTERDON,2140,High Bridge Borough School District,55,MIDDLE SCHOOL,High Bridge Middle School,High Bridge Middle School,383382.0313,668857.4847,PUBLIC
2338,ce231e6e-e6c7-4536-a37d-cb726d6404b3,19,HUNTERDON,2220,Holland Township School District,60,ELEMENTARY SCHOOL,Holland Township Elementary School,Holland Township Elementary School,321092.692,643802.834,PUBLIC
2339,1bc22bd7-6228-4319-9de6-23261325aed5,19,HUNTERDON,2300,Hunterdon Central Regional High School District,50,FOUR-YEAR HIGH SCHOOL,Hunterdon Central Regional High School District,Hunterdon Central High School,394089.2277,613329.3933,PUBLIC
2340,e119c3dc-087c-410a-ad02-b080061d01bb,19,HUNTERDON,4350,Readington Township School District,30,ELEMENTARY SCHOOL,Holland Brook School,Holland Brook Elementary School,421514.7664,640344.2592,PUBLIC
2341,ffce277a-c433-4146-b6b1-1d5bdb266f66,19,HUNTERDON,4350,Readington Township School District,50,MIDDLE SCHOOL,Readington Middle School,Readington Middle School,420268.4372,639770.4864,PUBLIC
2342,4ad9a639-21d7-4fc8-aabc-524c250725d0,19,HUNTERDON,4350,Readington Township School District,60,ELEMENTARY SCHOOL,Three Bridges School,Three Bridges Elementary School,409962.24,615967.8392,PUBLIC
2343,28a470fc-af33-47c0-808d-e6c3aaebda90,19,HUNTERDON,4350,Readington Township School District,70,ELEMENTARY SCHOOL,Whitehouse School,Whitehouse Elementary School,420100.1386,648912.1164,PUBLIC
2344,b9f6f215-05eb-416a-be35-62679b06433a,19,HUNTERDON,1376,South Hunterdon Regional School District,50,SIX-YEAR HIGH SCHOOL,South Hunterdon Regional High School,South Hunterdon Regional High School,383613.7152,566169.2672,PUBLIC
2345,e0c7b5fb-df0c-4822-8844-bfecdbe30267,19,HUNTERDON,5180,Tewksbury Township School District,30,MIDDLE SCHOOL,Old Turnpike School,Old Turnpike Middle School,416161.224,681459.7429,PUBLIC
2346,9f31b886-0d33-4369-b727-cdecf3338cc2,19,HUNTERDON,5270,Union Township School District,50,ELEMENTARY SCHOOL,Union Township Middle School,Union Township Middle School,361688.8618,655057.9959,PUBLIC
2347,5c5704d2-8fab-4198-95ba-945b2bb4889a,19,HUNTERDON,1376,South Hunterdon Regional School District,30,ELEMENTARY SCHOOL,West Amwell Township School,West Amwell Township School,375179.2711,566263.9717,PUBLIC
2348,73ac8982-40b5-4b21-a933-0ecc31fc4771,17,HUDSON,220,Bayonne School District,50,ELEMENTARY SCHOOL,Henry E. Harris Community School,Henry E. Harris No. 1 Elementary School,594520.9135,662184.521,PUBLIC
2349,4ac56d6f-0bb5-4229-ae6c-dbb7fd7b2021,17,HUDSON,220,Bayonne School District,60,ELEMENTARY SCHOOL,Horace Mann Community School,Horace Mann No. 6 Elementary School,600599.8242,671477.8836,PUBLIC
2350,3ead9f57-1943-4319-8ba3-dc812dfe37c8,13,ESSEX,3630,North Caldwell School District,50,ELEMENTARY SCHOOL,Gould/Mountain Elementary School,Gould/Mountain Elementary School,558755.3187,737985.4111,PUBLIC
2351,34f65aef-de0d-410d-90d9-bb14a6d78b30,13,ESSEX,3630,North Caldwell School District,60,ELEMENTARY SCHOOL,Grandview Elementary School,Grandview Elementary School,560208.1498,743492.7449,PUBLIC
2352,d930db18-7bac-4895-9601-1adcf4d8c4e1,13,ESSEX,3750,Nutley Public School District,60,MIDDLE SCHOOL,John H. Walker Middle School,John H. Walker Middle School,586100.828,723322.4643,PUBLIC
2353,545187ad-906e-4272-b53c-b9cbc4a6c183,13,ESSEX,3750,Nutley Public School District,70,ELEMENTARY SCHOOL,Lincoln School,Lincoln Elementary School,583306.9454,721488.7361,PUBLIC
2354,93acd0c8-a9d4-4679-a09d-7229aa13c099,13,ESSEX,3750,Nutley Public School District,50,FOUR-YEAR HIGH SCHOOL,Nutley High School,Nutley High School,586120.6731,722873.9672,PUBLIC
2355,20fc0af4-4218-4a31-bddd-90dcc5d59f0c,7,CAMDEN,580,Brooklawn Public School District,10,ELEMENTARY SCHOOL,Alice Costello Elementary School,Alice Costello Elementary School,318536.7945,381136.8574,PUBLIC
2356,71766728-54b6-4c9c-a9c8-017b20562d78,7,CAMDEN,680,Camden City School District,29,HIGH SCHOOL-OTHER,Dr. Charles E. Brimm Medical Arts High School,Brimm Medical Arts High School,325162.3141,397774.8398,PUBLIC
2357,6dc5a268-608c-4901-badf-ed6f1c118200,7,CAMDEN,680,Camden City School District,30,FOUR-YEAR HIGH SCHOOL,Camden High School,Camden High School,325235.4937,400377.3396,PUBLIC
2358,b5e28364-79e1-4cfd-8827-c0672331bbb6,7,CAMDEN,680,Camden City School District,165,ELEMENTARY SCHOOL,Cooper'S Poynt Family School,Cooper'S Poynt Elementary School,317765.0146,408762.9065,PUBLIC
2359,18ce5a62-ada5-427c-b85b-0617b7e3ca49,7,CAMDEN,680,Camden City School District,180,ELEMENTARY SCHOOL,Dr. Henry H. Davis Elementary School,Davis Elementary School,330476.752,408204.6044,PUBLIC
2360,d2942079-604e-4e09-809c-dd9ef4041e5a,7,CAMDEN,680,Camden City School District,190,ELEMENTARY SCHOOL,Thomas H. Dudley Family School,Dudley Elementary School,325873.877,405337.3264,PUBLIC
2361,92c74abd-57d9-4bc1-8eaf-04d6fb204db6,7,CAMDEN,680,Camden City School District,25,ELEMENTARY SCHOOL,Early Childhood Development Center,Early Childhood Development Center,323716.7195,402796.6169,PUBLIC
2362,d5911f0f-fd08-4f8e-88ba-117fa95982fc,7,CAMDEN,680,Camden City School District,205,ELEMENTARY SCHOOL,Forest Hill School,Forest Hill Elementary School,324165.7715,402385.5399,PUBLIC
2363,9b72fc6e-49f9-483b-8e07-8cf603b47e82,7,CAMDEN,680,Camden City School District,350,ELEMENTARY SCHOOL,Henry B. Wilson Family School,H. B. Wilson Elementary School,320519.2627,395058.3308,PUBLIC
2364,bd12ab79-66d4-4d0c-9dd3-9d5fc052c8e9,7,CAMDEN,680,Camden City School District,305,MIDDLE SCHOOL,Camden Big Picture Learning Academy,Camden Big Picture Learning Academy,324567.6371,401337.6021,PUBLIC
2365,19a19952-9f74-4b6d-bc35-0230c21a7542,7,CAMDEN,1802,"Mastery Schools of Camden, Inc.",112,ELEMENTARY SCHOOL (K-GRADE 5),"Mastery Schools of Camden, Inc.",Mcgraw Elementary School,329697.3775,404997.2703,
